"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
-0.752,-0.67,-0.969,0.845,-2.073,-1.231,-1.231,-1.031,-0.21,0.549,0.188,1.337,-0.801,1.519,1.502,-1.456,-0.311,1.027,0.451,1.698,1.098,-0.112,-0.806,0.59,1.266,-0.473,0.231,-0.537,-0.023,0.718,-1.167,-0.14,0.19,0.607,0.108,0.125,-0.98,2.501,-0.649,-1.985,-0.087,0.948,1.273,1.573,0.972,0.296,0.285,-0.527,0.262,0.208,2.454,2.066,-0.578,-0.356,-0.067,-0.364,-1.527,0.118,0.098,-0.589,0.495,-0.444,0.06,0.329,1.061,-1.131,-1.332,0.764,0.477,0.679,-1.374,-0.128,-0.37,0.141,-0.591,0.417,-1.061,0.687,-0.991,-0.02,2.467,0.631,-2.669,0.94,-0.016,-0.437,-0.712,0.861,0.093,0.842,0.865,0.322,2.044,0.121,0.525,1.136,-1.833,-0.444,-1.588,-0.276
-0.852,0.259,-1.122,-0.331,0.793,1.182,1.182,0.376,-0.189,-1.485,-0.881,-2.109,-0.868,-0.765,-0.05,-1.15,-1.616,0.715,-0.364,0.02,1.115,-0.035,0.313,-0.424,1.175,-1.086,-0.379,-1.576,-0.844,0.235,-1.068,0.304,-1.05,0.017,-0.673,1.582,0.848,-0.043,-0.235,-0.446,-0.692,1.586,-1.007,-1.319,0.753,1.506,0.703,1.018,0.069,-0.543,-0.565,-2.402,1.635,-0.788,1.607,1.165,0.798,0.009,2.186,0.834,0.407,0.508,-1.006,0.295,1.055,0.755,-0.986,-0.011,-0.164,-0.778,-1.994,-0.476,-0.902,0.663,0.376,0.637,0.782,0.464,-0.73,0.69,-1.151,1.449,-0.452,-0.73,-0.194,-0.423,0.898,-0.339,-0.503,-1.116,-1.329,-0.304,0.256,1.305,0.344,-0.716,1.262,0.35,0.655,1.217
-0.548,-0.055,0.704,-0.33,-2.159,0.449,-0.449,-1.234,0.369,0.71,-0.856,0.506,-0.403,-1.279,-0.558,0.314,-0.52,0.655,-0.298,-0.139,-0.427,-1.529,0.093,-0.445,2.066,-0.364,0.002,-1.292,0.212,0.225,-0.609,-0.678,-0.699,-1.902,-0.524,-0.175,-0.739,0.921,0.248,0.963,-0.657,-0.749,-1.572,0.094,-1.794,0.351,-0.322,-0.154,0.083,0.444,-0.145,0.138,0.104,2.372,-0.754,0.702,0.655,0.381,-0.878,1.817,-0.974,0.675,0.226,-0.19,0.803,-2.356,-0.629,1.685,1.299,0.878,-0.038,0.949,0.543,-0.569,0.791,0.93,2.085,-0.378,1.11,-1.292,1.296,0.814,-0.525,-0.326,-0.955,0.212,1.612,-0.382,0.598,-1.802,0.872,-1.849,0.689,-0.657,0.074,-1.654,-0.73,0.128,1.505,-1.097
-1.037,-0.715,-1.69,0.406,-1.353,0.046,-0.046,-0.32,0.597,-0.939,0.203,-1.829,0.749,-0.522,-1.135,-1.046,-0.423,0.447,0.237,-0.795,-1.236,-3.053,0.847,0.319,-0.651,-0.894,-1.091,0.396,0.611,0.585,1.107,1.268,1.311,0.814,-0.275,0.464,-2.226,0.807,0.883,0.563,-1.003,0.056,-2.173,-1.214,2.526,0.453,-0.179,1.145,-0.733,-0.997,0.831,-0.71,0.464,0.194,-1.363,0.049,-0.088,-0.718,1.169,-0.731,-1.559,0.693,-0.775,0.817,-0.223,-0.769,0.957,1.287,-1.708,0.468,1.109,0.506,0.336,-0.204,0.152,-0.545,-0.081,2.84,-0.063,-1.65,0.383,-0.679,1.179,1.048,-1.251,-1.77,0.686,0.564,0.249,-0.995,-0.528,1.638,-1.926,1.011,-0.739,0.307,-0.307,0.095,-1.548,1.024
0.527,0.161,-0.538,-0.096,-2.383,-0.399,0.399,1.519,2.297,-1.071,-2.701,0.366,1.901,1.169,1.677,-0.57,-1.031,-0.459,-1.826,-0.485,0.096,-0.991,-1.432,1.654,-0.007,0.364,-2.106,1.617,0.227,-0.3,1.994,0.009,0.077,0.173,-0.648,1.231,1.34,1.46,0.267,-1.183,0.523,-0.191,2.148,-0.272,-1.06,-0.616,-1.113,-0.776,-0.751,-0.393,-0.471,0.048,-0.708,1.087,-0.43,1.028,1.143,-0.852,0.38,-0.465,-0.065,1.665,-0.782,0.172,-0.445,0.092,-1.049,0.889,-1.02,1.046,0.789,-0.886,0.333,-1,0.318,-0.626,-0.059,-0.302,-1.72,-0.579,0.707,1.244,-0.834,1.33,-0.721,1.022,0.086,-1.657,-1.274,0.357,0.408,-0.919,-0.304,-1.254,0.229,-0.381,0.273,-0.085,0.22,0.175
-0.133,0.201,2.116,0.186,-0.379,0.063,-0.063,-3.065,-1.012,0.343,0.19,-1.46,0.938,2.908,-1.167,0.079,-0.589,-0.469,-0.547,-0.988,1.331,0.469,-0.416,0.005,0.38,-0.153,1.903,2.167,0.565,0.647,-0.769,-1.783,2.09,-0.026,0.201,0.668,-0.607,0.239,-1.242,-0.731,0.905,-0.123,-0.94,-1.71,0.14,-0.03,1.081,0.473,0.233,-0.703,-1.196,-0.167,-0.777,-2.216,2.13,-0.009,-0.059,-0.579,-0.236,0.919,-1.158,0.547,0.367,-0.531,-0.291,-0.304,0.835,-0.418,-0.658,-0.881,0.948,1.477,-0.439,0.877,-0.896,-0.555,-1.203,-0.289,0.192,-0.057,-0.868,0.779,-0.444,1.87,0.328,-1.074,1.239,-0.16,-0.288,-0.007,-0.63,-0.662,-1.784,-1.425,0.015,0.44,-0.131,-0.107,-0.113,1.071
-0.744,0.08,-1.129,0.377,-0.026,-0.558,-0.558,1.369,-0.417,0.07,0.863,-0.384,1.281,0.166,1.525,2.052,-0.262,1.592,-0.796,-0.029,-1.172,-0.657,-0.576,0.517,-1.456,-1.021,-0.069,0.246,0.151,-0.94,0.39,-0.389,0.466,0.175,-1.32,1.532,0.508,-0.657,2.343,-0.936,-0.948,-0.067,0.415,0.516,0.481,-0.32,1.456,0.525,-0.08,2.284,-1.178,0.644,0.079,1.043,0.254,0.829,0.698,-0.358,-0.757,3.355,-1.662,-0.17,0.272,0.984,0.67,0.361,-0.264,0.647,0.105,0.33,-1.446,1.145,-0.54,0.541,0.332,-0.168,-0.053,-1.351,2.037,0.626,0.037,1.129,-1.075,2.782,0.007,1.093,-1.092,1.089,0.252,-1.64,0.848,-1.906,0.136,1.943,0.606,0.529,-1.398,1.175,-1.064,0.107
2.487,0.45,-0.539,-1.048,-1.633,0.434,-0.434,-0.69,-0.224,-0.078,-0.193,0.464,-0.419,0.885,-0.724,-0.151,0.373,-0.271,1.514,0.586,-0.07,0.473,-0.844,-0.763,0.669,-1.633,0.499,0.61,-0.346,0.876,-1.075,0.962,0.819,-0.776,0.704,-1.219,0.773,0.591,-0.639,0.393,0.169,0.046,-2.029,-1.446,-0.909,-0.161,0.326,0.192,1.439,-0.342,1.312,-1.116,-0.546,0.143,1.275,1.061,0.429,0.636,-2.456,0.148,1.04,-1.432,0.438,-1.042,0.199,-1.136,-0.851,0.867,-1.113,1.354,-0.579,-0.022,1.206,-1.465,1.298,-1.113,0.041,-0.803,0.467,0.717,0.443,1.966,1.407,0.014,-0.216,-0.176,-0.848,-0.114,0.526,1.278,0.117,1.054,-1.186,-0.554,-0.419,0.463,0.274,0.421,-0.138,-0.885
-0.429,0.884,-0.142,-1.146,-1.867,-1.397,-1.397,0.684,0.878,0.01,0.593,-0.787,2.457,1.212,1.341,-0.284,0.803,-2.59,0.937,-0.947,-0.679,-0.791,-0.435,-0.033,1.165,0.683,-0.543,-0.001,2.022,-1.409,0.75,0.488,-0.866,0.951,0.197,0.824,-0.648,-0.495,-0.707,0.983,-0.929,-0.129,-0.94,1.319,0.421,-0.37,-0.914,-1.161,1.741,0.844,-2.031,-0.438,-0.099,0.636,0.277,-0.707,-0.504,-2.827,-0.822,-1.963,1.994,-1.544,0.773,1.339,-0.082,-1.497,-0.723,-0.536,0.465,1.156,2.02,-1.18,-0.806,2.335,-0.063,0.229,0.701,-1.016,0.109,1.582,0.871,-0.639,-0.427,-0.8,-0.678,-1.259,0.924,0.641,-0.641,2.134,-0.157,0.651,-0.234,-0.33,1.256,0.062,-0.544,0.701,1.259,0.152
2.18,-0.632,0.183,-0.322,-0.088,0.262,-0.262,1.185,-1.339,0.065,-0.523,-0.046,-0.38,-1.031,-0.51,-0.974,-1.198,1.582,0.045,-0.8,-0.465,-0.563,1.615,0.932,-0.962,-0.243,-0.378,-1.892,1.212,-0.201,1.531,1.232,-0.323,1.471,1.667,1.066,0.213,1.119,0.965,0.98,0.313,-0.661,-3.146,-0.732,0.072,-0.219,-0.65,-0.397,-0.042,0.587,-1.097,-1.806,0.634,1.283,0.246,-1.168,0.155,-0.27,-0.38,0.007,-1.24,1.055,0.227,-1.479,-1,0.52,0.574,-0.318,1.639,0.171,-1.68,0.627,-1.645,-1.391,1.737,0.008,-0.868,-1.344,1.364,0.767,1.041,1.22,-0.656,-0.414,1.485,-0.214,0.795,-1.239,1.616,-0.155,-1.177,-0.306,0.736,1.951,0.684,-1.334,-1.512,-0.47,-1.493,-1.48
-0.001,-0.726,-0.243,-0.389,-1.39,-0.603,-0.603,-0.573,-0.785,-1.291,-0.029,-2.26,0.255,-0.177,0.047,-1.67,-0.867,-0.5,1.203,-0.762,0.573,-0.122,0.292,-0.191,0.261,0.082,1.098,1.825,-1.523,-0.478,0.654,-0.524,-0.622,-1.149,-1.074,0.219,0.487,0.137,-0.602,0.287,0.383,-0.621,-0.259,-0.564,-0.41,1.201,0.409,-0.331,1.947,-0.953,-0.498,0.494,-0.724,0.365,-0.485,0.993,0.768,0.797,1.258,-0.544,-1.5,-0.68,-0.643,0.85,1.225,0.024,-0.486,0.899,-0.291,0.161,0.889,-0.378,-0.2,-0.536,0.402,-1.08,-0.426,-0.694,0.376,-1.361,-0.17,-1.081,1.054,-0.836,0.647,0.061,-0.52,0.585,-0.985,0.391,1.537,1.128,0.859,0.415,0.186,-0.335,0.869,-0.545,1.102,-1.367
1.273,0.209,0.204,0.204,-0.599,1.398,1.398,0.538,1.192,-0.539,1.285,-1.161,0.479,1.072,-0.293,-0.968,-0.305,-0.751,0.307,-0.914,0.534,-1.27,1.93,-0.671,0.343,1.717,0.035,-0.707,0.032,-2.27,-0.08,-0.275,-1.831,0.012,-0.367,-0.989,-1.133,-0.692,-0.044,1.008,1.777,2.273,1.475,0.439,0.431,1.706,-0.758,-0.67,0.798,-0.314,-0.012,0.773,-1.826,2.121,-0.644,-0.648,-0.717,-1.439,0.49,-0.761,-0.78,-1.984,-1.102,-0.362,-0.508,-1.158,-0.869,-0.39,-0.511,-0.597,0.951,-1.042,-0.409,-1.23,-0.279,0.383,2.224,1.326,-0.57,0.119,1.815,1.105,0.174,-0.778,1.556,-0.118,-1.119,0.728,0.102,0.662,0.595,-0.936,0.756,0.14,-0.907,-1.714,-1.057,-0.152,1.192,1.119
-1.251,-1.072,-1.114,1.874,-2.94,-0.473,0.473,-0.273,2.209,-0.384,0.246,-0.131,-0.311,0.228,1.605,0.226,1.011,2.102,-1.079,-0.865,2.522,0.993,0.557,-1.708,0.439,-0.187,0.034,1.244,0.682,0.029,0.39,-0.102,-0.7,1.098,0.158,-1.566,0.565,0.276,-0.063,0.629,-0.225,1.639,-0.622,0.123,-0.46,0.631,0.75,0.131,0.529,-0.602,-1.33,0.33,-0.73,1.329,-0.334,-2.001,-0.443,1.231,0.23,0.639,-1.585,-0.115,0.024,-1.058,0.453,-0.472,-0.88,0.453,0.182,-0.179,-0.716,0.563,-0.32,-1.107,1.673,-0.412,-0.26,-0.513,-0.385,-0.192,-1.008,0.208,1.328,0.425,2.463,-0.819,2.875,1.014,0.564,0.876,0.921,1.189,1.676,-0.089,-0.174,1.909,-0.465,1.617,-2.12,1.229
0.708,0.934,-0.63,1.562,-0.779,1.203,1.203,2.056,-0.029,1.344,0.779,0.234,1.439,0.292,0.258,0.97,-0.328,-0.113,1.053,0.032,0.138,0.789,-1.005,-0.548,-0.691,1.875,1.469,1.169,1.622,-0.625,-1.549,1.589,0.846,-0.137,1.152,0.907,0.689,1.282,-0.291,-0.681,-0.676,-3.045,0.72,0.817,-0.063,1.646,-0.169,-1.706,-1.261,-0.132,-0.127,-0.34,-0.208,0.471,-0.891,0.229,0.747,-1.482,-0.479,-0.351,-0.264,1.529,1.039,-1.079,0.23,-0.427,1.721,-1.472,-1.316,-1.252,0.545,0.929,0.588,0.401,0.492,-1.012,-0.601,-0.492,0.312,-0.295,-1.647,0.493,-0.065,-0.663,0.503,-1.146,-0.251,-1.654,0.85,-1.066,-0.331,-2.933,0.707,0.34,-0.369,-0.868,0.753,1.592,-0.808,0.302
-0.492,-0.605,0.505,0.306,-0.663,-3.553,-3.553,0.016,-1.384,-1.732,0.22,0.456,0.44,-1.27,1.198,0.976,0.489,1.356,0.493,-0.505,-0.989,0.928,-1.155,-0.235,-0.988,0.374,-1.683,0.706,1,-0.349,0.957,0.837,-0.373,1.372,1.161,0.048,-1.345,0.093,-0.074,-0.668,1.929,-1.103,1.716,1.002,-1.102,1.708,0.361,-0.49,0.219,-1.731,0.322,-0.336,-1.735,-1.527,1.794,0.924,0.772,1.656,0.619,-0.559,1.216,-0.211,0.826,1.386,0.244,-1.049,1.269,-0.871,0.823,2.707,1.226,-0.167,0.2,-0.806,0.008,-0.62,-0.475,-1.534,0.089,-0.674,-1.469,0.079,0.741,-0.08,-0.561,0.21,-1.111,-1.322,1.006,0.635,-1.397,1.266,1.025,-0.985,0.864,-0.721,-2.242,1.414,-0.232,0.304
-0.634,-0.654,-1.745,-0.877,-0.19,0.049,-0.049,1.453,0.151,-0.221,-0.06,1.403,0.693,-1.352,0.347,-1.126,-1.121,-0.515,-0.081,0.381,-0.653,-0.654,-0.429,-0.609,-0.291,0.301,-0.552,0.042,2.346,-1.297,0.384,0.443,-0.354,1.193,-0.052,-0.517,-1.409,-1.283,-1.457,-0.613,0.972,1.919,0.914,-0.554,-1.654,0.204,-0.796,1.133,1.473,-1.68,-1.763,-0.565,-0.259,1.655,0.612,0.677,-0.384,2.537,0.963,0.221,0.02,1.486,0.395,-0.694,2.214,-0.158,-0.385,-1.639,1.164,1.63,1.066,0.256,-0.177,0.561,0.996,1.124,0.174,-0.892,0.901,-0.688,1.529,0.539,0.662,0.011,0.704,1.057,1.014,0.185,-1.744,1.432,0.28,0.37,1.718,0.342,-0.61,-0.566,-0.434,-1.405,1.386,-0.861
-1.542,0.579,0.29,-0.117,-0.875,-0.069,0.069,-0.572,0.953,-0.314,-1.453,-0.788,0.466,-0.276,2.014,-1.12,-0.889,-1.557,-0.53,1.538,-0.777,-0.358,0.847,-1.238,1.028,0.827,2.638,-0.147,-0.038,1.744,1.117,1.022,1.653,-0.649,-0.341,0.317,0.015,-0.534,1.087,-0.721,0.841,0.774,0.599,0.716,-0.232,0.118,-1.653,-0.465,-1.903,-0.785,1.256,0.32,-1.031,0.812,0.196,-0.813,0.333,-1.5,-0.391,0.142,-0.607,-0.071,1.793,0.189,-0.16,-0.499,0.799,-0.25,1.371,0.647,1.015,-0.529,0.761,-0.118,0.164,-0.904,0.182,-2.067,-1.062,-1.086,-1.294,-2.727,-0.156,2.118,-0.359,-0.635,1.121,-0.611,0.968,0.548,-0.768,-1.946,0.411,-1.471,-0.472,-0.802,1.701,0.521,0.059,0.278
-0.701,-0.428,-0.437,-0.506,-2.497,-0.111,0.111,-1.408,1.679,-0.733,1.871,2.257,0.228,0.387,-0.402,1.682,-0.355,0.086,1.091,1.085,-0.454,0.102,-0.737,-0.772,-0.693,0.473,-0.557,-0.519,2.008,0.691,-1.128,0.862,0.205,-0.2,0.212,0.616,0.71,0.639,-0.943,0.06,0.467,-0.213,0.186,1.87,-0.194,-0.997,0.891,-0.754,0.257,1.199,-1.193,-0.356,-0.117,-0.602,1.283,-0.115,0.165,-0.367,-0.086,-0.681,0.502,0.228,0.043,0.683,1.088,0.593,-0.518,0.137,-0.502,0.035,0.336,-0.614,-1.159,-0.61,1.097,-0.511,-0.332,-0.846,-0.375,-1.663,0.688,-0.608,-0.97,-0.27,1.014,-1.549,-0.103,-0.263,-0.546,-1.035,-0.307,1.625,0.968,-1.174,-0.584,0.978,-0.583,-0.024,0.179,-1.139
1.849,1.229,-0.114,-2.02,-1.145,1.213,1.213,1.278,0.375,-0.494,1.881,-1.065,0.377,0.335,0.871,1.111,0.954,0.045,0.285,-1.972,-0.602,-0.068,0.159,-0.285,0.096,1.121,-0.841,-0.465,-0.677,1.814,0.749,1.775,-1.177,-0.16,-0.107,1.717,-0.023,-0.325,-1.718,-0.307,-1.754,0.426,-1.244,-0.879,0.88,0.351,0.705,-0.799,2.054,-1.308,-0.389,0.067,-1.834,0.572,0.058,1.777,-0.076,-0.595,-1.121,-0.638,2.418,-1.164,-0.709,-0.444,0.204,-0.694,-1.408,-0.429,0.025,1.543,0.685,0.016,-0.661,1.244,0.393,0.926,-1.282,-1.637,0.516,2.326,0.625,1.534,-0.389,-0.105,1.074,-1.125,-0.416,-1.176,0.34,0.992,-0.074,0.727,1.403,0.607,1.403,0.031,1.033,-1.274,1.2,1.472
-0.472,1.056,-0.596,0.229,0.02,-0.442,0.442,-0.608,0.241,-0.224,-1.506,0.154,0.343,-0.02,1.221,1.131,0.495,-0.596,0.874,1.959,1.652,0.159,-1.066,0.937,-1.069,-0.391,-1.127,1.182,1.563,1.964,0.748,1.602,0.126,-0.977,0.763,0.397,-0.592,-0.78,-1.766,-0.302,1.158,-1.512,0.723,1.719,-0.045,0.509,2.32,-0.632,-0.476,1.762,0.88,0.448,-0.615,-0.003,-1.895,-0.502,-0.284,0.137,1.436,-0.571,1.558,-0.821,1.799,-0.837,-1.219,-0.356,-0.373,-1.127,0.205,0.54,0.477,-0.511,0.636,-0.145,-0.662,-0.769,0.612,-1.468,-1.102,-1.129,-0.358,-0.838,-0.936,0.48,-0.314,0.779,-0.586,1.366,1.81,0.275,0.36,-0.172,-0.156,0.718,-1.826,-0.927,-0.372,0.465,-1.954,0.198
-0.734,-0.656,0.859,-1.122,-1.926,-0.984,-0.984,-0.522,0.697,-1.558,-0.352,0.344,0.305,0.073,-0.352,0.14,-1.101,0.302,-3.122,2.015,0.127,0.119,0.357,-1.136,1.065,-0.017,0.214,0.278,-1.833,2.543,0.418,-0.627,-0.439,0.703,0.083,0.809,-1.365,-1.194,1.132,-0.513,0.411,-0.49,1.457,-0.821,-1.118,-0.509,-0.104,-0.413,-0.767,0.238,1.033,-0.659,-0.064,-1.213,-0.132,0.062,1.369,1.364,-0.411,0.454,-0.137,0.476,0.189,0.129,1.392,-0.424,-0.22,0.622,0.99,-0.386,1.444,0.481,0.432,0.349,-0.977,-0.167,-0.233,0.201,0.699,2.554,-0.281,-1.017,0.689,0.056,0.461,0.189,0.605,0.183,-0.162,0.148,-0.129,0.106,0.043,0.249,-0.361,0.436,-2.911,-0.325,-1.215,1.065
